,berry,observation_date,main_tree_type,forest_development_class,x,y,year,month,day,week_number,monthday,year-month-day,xy,lat,lon,latlon,region
709,bilberry,2021-08-07,pine,plantation,520000,7300000,2021,8,7,31,807,2021-08-07,520000-7300000,65.82074740991797,27.43761533629276,65.820747409918-27.437615336293-2021-08-07-bilberry,Northern Ostrobothnia
710,lingonberry,2021-09-27,spruce,plantation,520000,7300000,2021,9,27,39,927,2021-09-27,520000-7300000,65.82074740991797,27.43761533629276,65.820747409918-27.437615336293-2021-09-27-lingonberry,Northern Ostrobothnia
711,bilberry,2022-07-18,pine,plantation,450000,7210000,2022,7,18,29,718,2022-07-18,450000-7210000,65.01010215557945,25.939274557336454,65.010102155579-25.939274557336-2022-07-18-bilberry,Northern Ostrobothnia
712,lingonberry,2022-08-13,pine,old,610000,7040000,2022,8,13,32,813,2022-08-13,610000-7040000,63.47131485992064,29.207660238907867,63.471314859921-29.207660238908-2022-08-13-lingonberry,North Karelia
713,lingonberry,2022-08-23,pine,plantation,580000,6910000,2022,8,23,34,823,2022-08-23,580000-6910000,62.31296877460265,28.543343294831256,62.312968774603-28.543343294831-2022-08-23-lingonberry,Southern Savonia
714,lingonberry,2021-08-20,pine,old,580000,6910000,2021,8,20,33,820,2021-08-20,580000-6910000,62.31296877460265,28.543343294831256,62.312968774603-28.543343294831-2021-08-20-lingonberry,Southern Savonia
715,lingonberry,2022-08-20,pine,plantation,310000,6690000,2022,8,20,33,820,2022-08-20,310000-6690000,60.30200278620562,23.5611665253699,60.302002786206-23.561166525370-2022-08-20-lingonberry,Varsinais-Suomi
716,lingonberry,2022-08-27,pine,old,310000,7030000,2022,8,27,34,827,2022-08-27,310000-7030000,63.34805792867195,23.202030299404843,63.348057928672-23.202030299405-2022-08-27-lingonberry,Southern Ostrobothnia
717,lingonberry,2022-08-26,pine,old,420000,6720000,2022,8,26,34,826,2022-08-26,420000-6720000,60.60786637138853,25.538754896012925,60.607866371389-25.538754896013-2022-08-26-lingonberry,Uusimaa
718,lingonberry,2022-08-30,pine,old,510000,7230000,2022,8,30,35,830,2022-08-30,510000-7230000,65.19316906576103,27.21363014785501,65.193169065761-27.213630147855-2022-08-30-lingonberry,Northern Ostrobothnia
719,lingonberry,2022-09-04,pine,plantation,640000,7120000,2022,9,4,35,904,2022-09-04,640000-7120000,64.17782620722484,29.881374025512024,64.177826207225-29.881374025512-2022-09-04-lingonberry,Kainuu
720,lingonberry,2022-08-28,pine,old,560000,7280000,2022,8,28,34,828,2022-08-28,560000-7280000,65.6363569009751,28.30353967080252,65.636356900975-28.303539670803-2022-08-28-lingonberry,Northern Ostrobothnia
721,cloudberry,2022-07-22,pine,clearing,560000,7280000,2022,7,22,29,722,2022-07-22,560000-7280000,65.6363569009751,28.30353967080252,65.636356900975-28.303539670803-2022-07-22-cloudberry,Northern Ostrobothnia
722,lingonberry,2021-09-02,pine,old,560000,7280000,2021,9,2,35,902,2021-09-02,560000-7280000,65.6363569009751,28.30353967080252,65.636356900975-28.303539670803-2021-09-02-lingonberry,Northern Ostrobothnia
723,cloudberry,2021-07-19,pine,clearing,560000,7280000,2021,7,19,29,719,2021-07-19,560000-7280000,65.6363569009751,28.30353967080252,65.636356900975-28.303539670803-2021-07-19-cloudberry,Northern Ostrobothnia
724,lingonberry,2019-09-24,pine,old,560000,7280000,2019,9,24,39,924,2019-09-24,560000-7280000,65.6363569009751,28.30353967080252,65.636356900975-28.303539670803-2019-09-24-lingonberry,Northern Ostrobothnia
725,cloudberry,2019-08-01,pine,clearing,560000,7280000,2019,8,1,31,801,2019-08-01,560000-7280000,65.6363569009751,28.30353967080252,65.636356900975-28.303539670803-2019-08-01-cloudberry,Northern Ostrobothnia
726,lingonberry,2020-09-15,pine,old,560000,7280000,2020,9,15,38,915,2020-09-15,560000-7280000,65.6363569009751,28.30353967080252,65.636356900975-28.303539670803-2020-09-15-lingonberry,Northern Ostrobothnia
727,cloudberry,2020-07-21,pine,clearing,560000,7280000,2020,7,21,30,721,2020-07-21,560000-7280000,65.6363569009751,28.30353967080252,65.636356900975-28.303539670803-2020-07-21-cloudberry,Northern Ostrobothnia
728,lingonberry,2022-09-10,pine,seedling,370000,7330000,2022,9,10,36,910,2022-09-10,370000-7330000,66.06379129310277,24.12774113074009,66.063791293103-24.127741130740-2022-09-10-lingonberry,Lapland
729,lingonberry,2021-09-04,pine,seedling,370000,7330000,2021,9,4,35,904,2021-09-04,370000-7330000,66.06379129310277,24.12774113074009,66.063791293103-24.127741130740-2021-09-04-lingonberry,Lapland
730,lingonberry,2019-09-24,pine,seedling,370000,7330000,2019,9,24,39,924,2019-09-24,370000-7330000,66.06379129310277,24.12774113074009,66.063791293103-24.127741130740-2019-09-24-lingonberry,Lapland
731,lingonberry,2020-10-11,pine,seedling,370000,7330000,2020,10,11,41,1011,2020-10-11,370000-7330000,66.06379129310277,24.12774113074009,66.063791293103-24.127741130740-2020-10-11-lingonberry,Lapland
732,lingonberry,2022-09-20,spruce,plantation,300000,6900000,2022,9,20,38,920,2022-09-20,300000-6900000,62.17850910902525,23.15743069734256,62.178509109025-23.157430697343-2022-09-20-lingonberry,Pirkanmaa
733,lingonberry,2021-09-07,spruce,plantation,300000,6900000,2021,9,7,36,907,2021-09-07,300000-6900000,62.17850910902525,23.15743069734256,62.178509109025-23.157430697343-2021-09-07-lingonberry,Pirkanmaa
734,lingonberry,2022-09-08,pine,seedling,450000,7220000,2022,9,8,36,908,2022-09-08,450000-7220000,65.09981379678213,25.93570113903425,65.099813796782-25.935701139034-2022-09-08-lingonberry,Northern Ostrobothnia
735,bilberry,2021-10-12,spruce,plantation,450000,7220000,2021,10,12,41,1012,2021-10-12,450000-7220000,65.09981379678213,25.93570113903425,65.099813796782-25.935701139034-2021-10-12-bilberry,Northern Ostrobothnia
736,lingonberry,2021-10-12,pine,plantation,450000,7220000,2021,10,12,41,1012,2021-10-12,450000-7220000,65.09981379678213,25.93570113903425,65.099813796782-25.935701139034-2021-10-12-lingonberry,Northern Ostrobothnia
737,cloudberry,2022-07-17,pine,clearing,510000,7320000,2022,7,17,28,717,2022-07-17,510000-7320000,66.00064838878508,27.22035772162688,66.000648388785-27.220357721627-2022-07-17-cloudberry,Northern Ostrobothnia
738,cloudberry,2021-07-15,open,clearing,510000,7320000,2021,7,15,28,715,2021-07-15,510000-7320000,66.00064838878508,27.22035772162688,66.000648388785-27.220357721627-2021-07-15-cloudberry,Northern Ostrobothnia
739,cloudberry,2020-07-17,pine,clearing,510000,7320000,2020,7,17,29,717,2020-07-17,510000-7320000,66.00064838878508,27.22035772162688,66.000648388785-27.220357721627-2020-07-17-cloudberry,Northern Ostrobothnia
740,cloudberry,2020-07-20,swamp,clearing,510000,7320000,2020,7,20,30,720,2020-07-20,510000-7320000,66.00064838878508,27.22035772162688,66.000648388785-27.220357721627-2020-07-20-cloudberry,Northern Ostrobothnia
741,cloudberry,2022-07-17,pine,plantation,530000,7130000,2022,7,17,28,717,2022-07-17,530000-7130000,64.29470080141067,27.61992035788795,64.294700801411-27.619920357888-2022-07-17-cloudberry,Kainuu
742,cloudberry,2021-07-15,pine,plantation,530000,7130000,2021,7,15,28,715,2021-07-15,530000-7130000,64.29470080141067,27.61992035788795,64.294700801411-27.619920357888-2021-07-15-cloudberry,Kainuu
743,bilberry,2020-07-19,pine,plantation,530000,7130000,2020,7,19,29,719,2020-07-19,530000-7130000,64.29470080141067,27.61992035788795,64.294700801411-27.619920357888-2020-07-19-bilberry,Kainuu
744,lingonberry,2020-08-21,pine,plantation,530000,7130000,2020,8,21,34,821,2020-08-21,530000-7130000,64.29470080141067,27.61992035788795,64.294700801411-27.619920357888-2020-08-21-lingonberry,Kainuu
745,cloudberry,2022-07-18,pine,plantation,480000,7290000,2022,7,18,29,718,2022-07-18,480000-7290000,65.73103073558026,26.56395131005052,65.731030735580-26.563951310051-2022-07-18-cloudberry,Lapland
746,cloudberry,2021-07-14,pine,clearing,480000,7290000,2021,7,14,28,714,2021-07-14,480000-7290000,65.73103073558026,26.56395131005052,65.731030735580-26.563951310051-2021-07-14-cloudberry,Lapland
747,cloudberry,2020-07-15,pine,clearing,480000,7290000,2020,7,15,29,715,2020-07-15,480000-7290000,65.73103073558026,26.56395131005052,65.731030735580-26.563951310051-2020-07-15-cloudberry,Lapland
748,cloudberry,2022-07-18,pine,plantation,650000,7040000,2022,7,18,29,718,2022-07-18,650000-7040000,63.4566987731184,30.00930717764988,63.456698773118-30.009307177650-2022-07-18-cloudberry,North Karelia
749,cloudberry,2021-07-19,pine,plantation,650000,7040000,2021,7,19,29,719,2021-07-19,650000-7040000,63.4566987731184,30.00930717764988,63.456698773118-30.009307177650-2021-07-19-cloudberry,North Karelia
750,cloudberry,2022-07-23,pine,plantation,580000,7310000,2022,7,23,29,723,2022-07-23,580000-7310000,65.90105003732401,28.756037781642377,65.901050037324-28.756037781642-2022-07-23-cloudberry,Northern Ostrobothnia
751,cloudberry,2021-07-31,pine,plantation,580000,7310000,2021,7,31,30,731,2021-07-31,580000-7310000,65.90105003732401,28.756037781642377,65.901050037324-28.756037781642-2021-07-31-cloudberry,Northern Ostrobothnia
752,cloudberry,2022-07-20,open,clearing,590000,7440000,2022,7,20,29,720,2022-07-20,590000-7440000,67.0638990511471,29.069863634565458,67.063899051147-29.069863634565-2022-07-20-cloudberry,Lapland
753,cloudberry,2020-07-16,spruce,clearing,590000,7440000,2020,7,16,29,716,2020-07-16,590000-7440000,67.0638990511471,29.069863634565458,67.063899051147-29.069863634565-2020-07-16-cloudberry,Lapland
754,cloudberry,2022-07-21,pine,clearing,570000,7200000,2022,7,21,29,721,2022-07-21,570000-7200000,64.91679395245464,28.479943276795098,64.916793952455-28.479943276795-2022-07-21-cloudberry,Kainuu
755,cloudberry,2021-07-15,pine,clearing,570000,7200000,2021,7,15,28,715,2021-07-15,570000-7200000,64.91679395245464,28.479943276795098,64.916793952455-28.479943276795-2021-07-15-cloudberry,Kainuu
756,cloudberry,2020-07-22,pine,old,570000,7200000,2020,7,22,30,722,2020-07-22,570000-7200000,64.91679395245464,28.479943276795098,64.916793952455-28.479943276795-2020-07-22-cloudberry,Kainuu
757,cloudberry,2022-07-13,softbirch,clearing,480000,7200000,2022,7,13,28,713,2022-07-13,480000-7200000,64.92353919861536,26.577096689958392,64.923539198615-26.577096689958-2022-07-13-cloudberry,Northern Ostrobothnia
758,cloudberry,2022-07-13,swamp,clearing,480000,7200000,2022,7,13,28,713,2022-07-13,480000-7200000,64.92353919861536,26.577096689958392,64.923539198615-26.577096689958-2022-07-13-cloudberry,Northern Ostrobothnia
759,cloudberry,2021-10-12,swamp,clearing,480000,7200000,2021,10,12,41,1012,2021-10-12,480000-7200000,64.92353919861536,26.577096689958392,64.923539198615-26.577096689958-2021-10-12-cloudberry,Northern Ostrobothnia
760,bilberry,2021-07-08,pine,old,340000,6900000,2021,7,8,27,708,2021-07-08,340000-6900000,62.197663074279,23.924464178366023,62.197663074279-23.924464178366-2021-07-08-bilberry,Pirkanmaa
761,lingonberry,2021-08-27,pine,old,340000,6900000,2021,8,27,34,827,2021-08-27,340000-6900000,62.197663074279,23.924464178366023,62.197663074279-23.924464178366-2021-08-27-lingonberry,Pirkanmaa
762,bilberry,2020-08-12,pine,old,340000,6900000,2020,8,12,33,812,2020-08-12,340000-6900000,62.197663074279,23.924464178366023,62.197663074279-23.924464178366-2020-08-12-bilberry,Pirkanmaa
763,lingonberry,2020-09-21,pine,old,340000,6900000,2020,9,21,39,921,2020-09-21,340000-6900000,62.197663074279,23.924464178366023,62.197663074279-23.924464178366-2020-09-21-lingonberry,Pirkanmaa
764,bilberry,2021-07-14,pine,plantation,340000,6820000,2021,7,14,28,714,2021-07-14,340000-6820000,61.48053156211724,23.995492019328857,61.480531562117-23.995492019329-2021-07-14-bilberry,Pirkanmaa
765,bilberry,2021-07-15,pine,old,340000,6820000,2021,7,15,28,715,2021-07-15,340000-6820000,61.48053156211724,23.995492019328857,61.480531562117-23.995492019329-2021-07-15-bilberry,Pirkanmaa
766,bilberry,2021-07-14,spruce,old,220000,6840000,2021,7,14,28,714,2021-07-14,220000-6840000,61.59121559191374,21.720607487442773,61.591215591914-21.720607487443-2021-07-14-bilberry,Satakunta
767,lingonberry,2021-09-11,spruce,seedling,220000,6840000,2021,9,11,36,911,2021-09-11,220000-6840000,61.59121559191374,21.720607487442773,61.591215591914-21.720607487443-2021-09-11-lingonberry,Satakunta
768,bilberry,2020-07-24,spruce,old,220000,6840000,2020,7,24,30,724,2020-07-24,220000-6840000,61.59121559191374,21.720607487442773,61.591215591914-21.720607487443-2020-07-24-bilberry,Satakunta
769,lingonberry,2020-09-16,spruce,seedling,220000,6840000,2020,9,16,38,916,2020-09-16,220000-6840000,61.59121559191374,21.720607487442773,61.591215591914-21.720607487443-2020-09-16-lingonberry,Satakunta
770,bilberry,2021-07-16,pine,old,450000,7130000,2021,7,16,28,716,2021-07-16,450000-7130000,64.29236607009285,25.966931760841096,64.292366070093-25.966931760841-2021-07-16-bilberry,Northern Ostrobothnia
771,lingonberry,2021-08-22,pine,old,450000,7130000,2021,8,22,33,822,2021-08-22,450000-7130000,64.29236607009285,25.966931760841096,64.292366070093-25.966931760841-2021-08-22-lingonberry,Northern Ostrobothnia
772,bilberry,2020-08-21,pine,old,450000,7130000,2020,8,21,34,821,2020-08-21,450000-7130000,64.29236607009285,25.966931760841096,64.292366070093-25.966931760841-2020-08-21-bilberry,Northern Ostrobothnia
773,lingonberry,2020-09-02,pine,old,450000,7130000,2020,9,2,36,902,2020-09-02,450000-7130000,64.29236607009285,25.966931760841096,64.292366070093-25.966931760841-2020-09-02-lingonberry,Northern Ostrobothnia
774,bilberry,2021-07-19,pine,plantation,500000,6880000,2021,7,19,29,719,2021-07-19,500000-6880000,62.05224124655508,27.000010284662032,62.052241246555-27.000010284662-2021-07-19-bilberry,Southern Savonia
775,bilberry,2019-07-23,pine,plantation,500000,6880000,2019,7,23,30,723,2019-07-23,500000-6880000,62.05224124655508,27.000010284662032,62.052241246555-27.000010284662-2019-07-23-bilberry,Southern Savonia
776,bilberry,2020-08-02,pine,plantation,500000,6880000,2020,8,2,31,802,2020-08-02,500000-6880000,62.05224124655508,27.000010284662032,62.052241246555-27.000010284662-2020-08-02-bilberry,Southern Savonia
777,bilberry,2021-07-15,pine,old,420000,6710000,2021,7,15,28,715,2021-07-15,420000-6710000,60.51811075857231,25.54280079565545,60.518110758572-25.542800795655-2021-07-15-bilberry,Uusimaa
778,lingonberry,2021-08-26,pine,old,420000,6710000,2021,8,26,34,826,2021-08-26,420000-6710000,60.51811075857231,25.54280079565545,60.518110758572-25.542800795655-2021-08-26-lingonberry,Uusimaa
779,bilberry,2020-07-20,pine,old,420000,6710000,2020,7,20,30,720,2020-07-20,420000-6710000,60.51811075857231,25.54280079565545,60.518110758572-25.542800795655-2020-07-20-bilberry,Uusimaa
780,bilberry,2020-08-07,pine,old,420000,6710000,2020,8,7,32,807,2020-08-07,420000-6710000,60.51811075857231,25.54280079565545,60.518110758572-25.542800795655-2020-08-07-bilberry,Uusimaa
781,lingonberry,2020-08-22,pine,old,420000,6710000,2020,8,22,34,822,2020-08-22,420000-6710000,60.51811075857231,25.54280079565545,60.518110758572-25.542800795655-2020-08-22-lingonberry,Uusimaa
782,bilberry,2021-07-19,pine,plantation,410000,7070000,2021,7,19,29,719,2021-07-19,410000-7070000,63.74604207243081,25.17633195503594,63.746042072431-25.176331955036-2021-07-19-bilberry,Northern Ostrobothnia
783,lingonberry,2021-09-04,pine,plantation,410000,7070000,2021,9,4,35,904,2021-09-04,410000-7070000,63.74604207243081,25.17633195503594,63.746042072431-25.176331955036-2021-09-04-lingonberry,Northern Ostrobothnia
784,lingonberry,2020-09-15,pine,plantation,410000,7070000,2020,9,15,38,915,2020-09-15,410000-7070000,63.74604207243081,25.17633195503594,63.746042072431-25.176331955036-2020-09-15-lingonberry,Northern Ostrobothnia
785,bilberry,2021-07-14,pine,plantation,230000,6730000,2021,7,14,28,714,2021-07-14,230000-6730000,60.61456969075599,22.06439555606345,60.614569690756-22.064395556063-2021-07-14-bilberry,Varsinais-Suomi
786,bilberry,2021-07-24,pine,old,550000,6840000,2021,7,24,29,724,2021-07-24,550000-6840000,61.68991502400471,27.94505624193033,61.689915024005-27.945056241930-2021-07-24-bilberry,Southern Savonia
787,bilberry,2019-07-17,pine,old,550000,6840000,2019,7,17,29,717,2019-07-17,550000-6840000,61.68991502400471,27.94505624193033,61.689915024005-27.945056241930-2019-07-17-bilberry,Southern Savonia
788,bilberry,2020-07-20,pine,old,550000,6840000,2020,7,20,30,720,2020-07-20,550000-6840000,61.68991502400471,27.94505624193033,61.689915024005-27.945056241930-2020-07-20-bilberry,Southern Savonia
789,bilberry,2021-08-14,spruce,plantation,450000,7320000,2021,8,14,32,814,2021-08-14,450000-7320000,65.99686534781587,25.898467471936097,65.996865347816-25.898467471936-2021-08-14-bilberry,Lapland
790,lingonberry,2021-08-26,pine,old,450000,7320000,2021,8,26,34,826,2021-08-26,450000-7320000,65.99686534781587,25.898467471936097,65.996865347816-25.898467471936-2021-08-26-lingonberry,Lapland
791,cloudberry,2021-07-17,pine,clearing,450000,7320000,2021,7,17,28,717,2021-07-17,450000-7320000,65.99686534781587,25.898467471936097,65.996865347816-25.898467471936-2021-07-17-cloudberry,Lapland
792,bilberry,2019-08-30,spruce,plantation,450000,7320000,2019,8,30,35,830,2019-08-30,450000-7320000,65.99686534781587,25.898467471936097,65.996865347816-25.898467471936-2019-08-30-bilberry,Lapland
793,lingonberry,2019-10-01,pine,plantation,450000,7320000,2019,10,1,40,1001,2019-10-01,450000-7320000,65.99686534781587,25.898467471936097,65.996865347816-25.898467471936-2019-10-01-lingonberry,Lapland
794,cloudberry,2019-08-30,pine,clearing,450000,7320000,2019,8,30,35,830,2019-08-30,450000-7320000,65.99686534781587,25.898467471936097,65.996865347816-25.898467471936-2019-08-30-cloudberry,Lapland
795,bilberry,2021-08-16,pine,plantation,630000,7110000,2021,8,16,33,816,2021-08-16,630000-7110000,64.09210109513519,29.66722885494816,64.092101095135-29.667228854948-2021-08-16-bilberry,Kainuu
796,bilberry,2019-08-11,pine,old,630000,7110000,2019,8,11,32,811,2019-08-11,630000-7110000,64.09210109513519,29.66722885494816,64.092101095135-29.667228854948-2019-08-11-bilberry,Kainuu
797,bilberry,2020-08-05,pine,old,630000,7110000,2020,8,5,32,805,2020-08-05,630000-7110000,64.09210109513519,29.66722885494816,64.092101095135-29.667228854948-2020-08-05-bilberry,Kainuu
798,bilberry,2021-07-19,pine,old,600000,6860000,2021,7,19,29,719,2021-07-19,600000-6860000,61.85957275206727,28.900683310536813,61.859572752067-28.900683310537-2021-07-19-bilberry,Southern Savonia
799,lingonberry,2021-09-11,pine,old,600000,6860000,2021,9,11,36,911,2021-09-11,600000-6860000,61.85957275206727,28.900683310536813,61.859572752067-28.900683310537-2021-09-11-lingonberry,Southern Savonia
800,bilberry,2020-07-25,pine,old,600000,6860000,2020,7,25,30,725,2020-07-25,600000-6860000,61.85957275206727,28.900683310536813,61.859572752067-28.900683310537-2020-07-25-bilberry,Southern Savonia
801,bilberry,2020-07-13,pine,old,600000,6860000,2020,7,13,29,713,2020-07-13,600000-6860000,61.85957275206727,28.900683310536813,61.859572752067-28.900683310537-2020-07-13-bilberry,Southern Savonia
802,lingonberry,2020-08-12,pine,old,600000,6860000,2020,8,12,33,812,2020-08-12,600000-6860000,61.85957275206727,28.900683310536813,61.859572752067-28.900683310537-2020-08-12-lingonberry,Southern Savonia
803,lingonberry,2020-08-23,pine,old,600000,6860000,2020,8,23,34,823,2020-08-23,600000-6860000,61.85957275206727,28.900683310536813,61.859572752067-28.900683310537-2020-08-23-lingonberry,Southern Savonia
804,lingonberry,2021-09-03,pine,seedling,320000,7040000,2021,9,3,35,903,2021-09-03,320000-7040000,63.44280230744195,23.39018660450349,63.442802307442-23.390186604503-2021-09-03-lingonberry,Southern Ostrobothnia
805,lingonberry,2019-09-06,pine,seedling,320000,7040000,2019,9,6,36,906,2019-09-06,320000-7040000,63.44280230744195,23.39018660450349,63.442802307442-23.390186604503-2019-09-06-lingonberry,Southern Ostrobothnia
806,lingonberry,2020-09-08,pine,seedling,320000,7040000,2020,9,8,37,908,2020-09-08,320000-7040000,63.44280230744195,23.39018660450349,63.442802307442-23.390186604503-2020-09-08-lingonberry,Southern Ostrobothnia
807,lingonberry,2021-09-11,pine,plantation,550000,6860000,2021,9,11,36,911,2021-09-11,550000-6860000,61.86942738854065,27.950580362577508,61.869427388541-27.950580362578-2021-09-11-lingonberry,Southern Savonia
808,lingonberry,2019-08-18,pine,plantation,550000,6860000,2019,8,18,33,818,2019-08-18,550000-6860000,61.86942738854065,27.950580362577508,61.869427388541-27.950580362578-2019-08-18-lingonberry,Southern Savonia
809,lingonberry,2019-08-18,birch,seedling,550000,6860000,2019,8,18,33,818,2019-08-18,550000-6860000,61.86942738854065,27.950580362577508,61.869427388541-27.950580362578-2019-08-18-lingonberry,Southern Savonia
810,lingonberry,2020-08-12,pine,plantation,550000,6860000,2020,8,12,33,812,2020-08-12,550000-6860000,61.86942738854065,27.950580362577508,61.869427388541-27.950580362578-2020-08-12-lingonberry,Southern Savonia
811,lingonberry,2021-09-05,pine,seedling,640000,7070000,2021,9,5,35,905,2021-09-05,640000-7070000,63.72968180764254,29.83565143408413,63.729681807643-29.835651434084-2021-09-05-lingonberry,North Karelia
812,lingonberry,2021-09-09,pine,old,250000,6930000,2021,9,9,36,909,2021-09-09,250000-6930000,62.416935713381335,22.15737782487391,62.416935713381-22.157377824874-2021-09-09-lingonberry,Southern Ostrobothnia
813,lingonberry,2021-10-12,pine,clearing,460000,7210000,2021,10,12,41,1012,2021-10-12,460000-7210000,65.01145746294297,26.15138933047844,65.011457462943-26.151389330478-2021-10-12-lingonberry,Northern Ostrobothnia
814,cloudberry,2021-07-15,spruce,clearing,430000,7360000,2021,7,15,28,715,2021-07-15,430000-7360000,66.35180698934715,25.435990177176336,66.351806989347-25.435990177176-2021-07-15-cloudberry,Lapland
815,cloudberry,2021-07-24,pine,clearing,630000,7070000,2021,7,24,29,724,2021-07-24,630000-7070000,63.733520843844445,29.63337467708406,63.733520843844-29.633374677084-2021-07-24-cloudberry,Kainuu
816,cloudberry,2021-07-27,swamp,clearing,490000,7330000,2021,7,27,30,727,2021-07-27,490000-7330000,66.0903625759109,26.778910245055165,66.090362575911-26.778910245055-2021-07-27-cloudberry,Lapland
817,bilberry,2019-07-20,pine,old,500000,6970000,2019,7,20,29,720,2019-07-20,500000-6970000,62.86007806329729,27.000003445715407,62.860078063297-27.000003445715-2019-07-20-bilberry,Northern Savo
818,bilberry,2019-07-09,pine,old,450000,6720000,2019,7,9,28,709,2019-07-09,450000-6720000,60.61273068753796,26.08661053025825,60.612730687538-26.086610530258-2019-07-09-bilberry,Uusimaa
819,bilberry,2019-07-23,pine,plantation,400000,7330000,2019,7,23,30,723,2019-07-23,400000-7330000,66.0746995880864,24.789876502368745,66.074699588086-24.789876502369-2019-07-23-bilberry,Lapland
820,lingonberry,2019-08-17,pine,seedling,400000,7330000,2019,8,17,33,817,2019-08-17,400000-7330000,66.0746995880864,24.789876502368745,66.074699588086-24.789876502369-2019-08-17-lingonberry,Lapland
821,bilberry,2019-07-24,pine,plantation,410000,6800000,2019,7,24,30,724,2019-07-24,410000-6800000,61.32367878855915,25.318697798897645,61.323678788559-25.318697798898-2019-07-24-bilberry,Paijanne Tavastia
822,lingonberry,2019-09-12,pine,old,410000,6800000,2019,9,12,37,912,2019-09-12,410000-6800000,61.32367878855915,25.318697798897645,61.323678788559-25.318697798898-2019-09-12-lingonberry,Paijanne Tavastia
823,bilberry,2019-08-05,pine,old,370000,7480000,2019,8,5,32,805,2019-08-05,370000-7480000,67.40761562131902,23.96666682023883,67.407615621319-23.966666820239-2019-08-05-bilberry,Lapland
824,lingonberry,2019-09-11,pine,old,370000,7480000,2019,9,11,37,911,2019-09-11,370000-7480000,67.40761562131902,23.96666682023883,67.407615621319-23.966666820239-2019-09-11-lingonberry,Lapland
825,bilberry,2019-07-16,pine,old,640000,7000000,2019,7,16,29,716,2019-07-16,640000-7000000,63.10220373709486,29.7742828800099,63.102203737095-29.774282880010-2019-07-16-bilberry,North Karelia
826,cloudberry,2019-07-16,pine,clearing,640000,7000000,2019,7,16,29,716,2019-07-16,640000-7000000,63.10220373709486,29.7742828800099,63.102203737095-29.774282880010-2019-07-16-cloudberry,North Karelia
827,bilberry,2019-08-01,pine,plantation,620000,7020000,2019,8,1,31,801,2019-08-01,620000-7020000,63.28874366278747,29.393172622879863,63.288743662787-29.393172622880-2019-08-01-bilberry,North Karelia
828,bilberry,2019-08-01,pine,old,620000,7020000,2019,8,1,31,801,2019-08-01,620000-7020000,63.28874366278747,29.393172622879863,63.288743662787-29.393172622880-2019-08-01-bilberry,North Karelia
829,bilberry,2019-08-06,birch,seedling,640000,6950000,2019,8,6,32,806,2019-08-06,640000-6950000,62.65394207331288,29.7322584878296,62.653942073313-29.732258487830-2019-08-06-bilberry,North Karelia
830,cloudberry,2019-07-16,pine,plantation,500000,7000000,2019,7,16,29,716,2019-07-16,500000-7000000,63.12934514665977,27.00002102816763,63.129345146660-27.000021028168-2019-07-16-cloudberry,Northern Savo
831,cloudberry,2019-07-25,pine,clearing,590000,7260000,2019,7,25,30,725,2019-07-25,590000-7260000,65.45004790325527,28.94151740294095,65.450047903255-28.941517402941-2019-07-25-cloudberry,Kainuu
832,cloudberry,2019-07-23,pine,seedling,360000,7060000,2019,7,23,30,723,2019-07-23,360000-7060000,63.64005708273645,24.17333065134688,63.640057082736-24.173330651347-2019-07-23-cloudberry,Central Ostrobothnia
833,cloudberry,2019-07-17,pine,clearing,560000,7200000,2019,7,17,29,717,2019-07-17,560000-7200000,64.91874273377327,28.268595103064925,64.918742733773-28.268595103065-2019-07-17-cloudberry,Kainuu
834,bilberry,2020-07-10,pine,plantation,420000,6790000,2020,7,10,28,710,2020-07-10,420000-6790000,61.23611741062167,25.50970744432833,61.236117410622-25.509707444328-2020-07-10-bilberry,Paijanne Tavastia
835,bilberry,2020-07-19,pine,plantation,230000,6720000,2020,7,19,29,719,2020-07-19,230000-6720000,60.52511713239232,22.07804769028981,60.525117132392-22.078047690290-2020-07-19-bilberry,Varsinais-Suomi
836,bilberry,2020-07-27,pine,plantation,230000,6720000,2020,7,27,31,727,2020-07-27,230000-6720000,60.52511713239232,22.07804769028981,60.525117132392-22.078047690290-2020-07-27-bilberry,Varsinais-Suomi
837,bilberry,2020-07-20,pine,old,380000,6960000,2020,7,20,30,720,2020-07-20,380000-6960000,62.75069173029385,24.650556344659307,62.750691730294-24.650556344659-2020-07-20-bilberry,Central Finland
838,bilberry,2020-07-25,pine,old,560000,6780000,2020,7,25,30,725,2020-07-25,560000-6780000,61.149937060459614,28.114639492860857,61.149937060460-28.114639492861-2020-07-25-bilberry,South Karelia
839,bilberry,2020-07-27,pine,plantation,560000,7110000,2020,7,27,31,727,2020-07-27,560000-7110000,64.11133222862223,28.231681107945043,64.111332228622-28.231681107945-2020-07-27-bilberry,Kainuu
840,bilberry,2020-07-30,pine,old,520000,7290000,2020,7,30,31,730,2020-07-30,520000-7290000,65.73103158542925,27.43609726776841,65.731031585429-27.436097267768-2020-07-30-bilberry,Northern Ostrobothnia
841,bilberry,2020-08-01,pine,old,440000,6900000,2020,8,1,31,801,2020-08-01,440000-6900000,62.22697547535879,25.84581816226453,62.226975475359-25.845818162265-2020-08-01-bilberry,Central Finland
842,bilberry,2020-08-09,spruce,old,460000,6840000,2020,8,9,32,809,2020-08-09,460000-6840000,61.691084792760144,26.24393825010136,61.691084792760-26.243938250101-2020-08-09-bilberry,Central Finland
